time_idx,pc1,pc2
191,-1.836576536472453,0.8501828294403944
192,-1.7384073555590145,0.7916786787229156
193,-1.6562425455972947,0.760456455230764
194,-1.5847563794542783,0.7419201127489218
195,-1.5385155923694689,0.7777555014426601
196,-1.5296564910957247,0.8587494259320249
197,-1.523590855698186,0.9088321303206359
198,-1.5051588657927084,0.8963688873602931
199,-1.4777461845805506,0.8333700340939426
200,-1.4561836472394376,0.7880313871135093
201,-1.4318260919101924,0.760745015617713
202,-1.3897532017192777,0.7701196371708853
203,-1.3189196646519799,0.743588873331245
204,-1.2788406853457186,0.7016850340330095
205,-1.2324245673459078,0.6188196282392764
206,-1.183445903826368,0.5201579173020483
207,-1.1447385456278287,0.3890321033437969
208,-1.0857786551911508,0.21134255731671506
209,-1.0744245805417683,0.10268456857383268
210,-1.114607610622841,0.12608483554781308
211,-1.166765523703401,0.17114265971746812
212,-1.1692931190321478,0.22117461535270447
213,-1.1546192867810376,0.2130892638531843
214,-1.047100455213261,0.1420041398254736
215,-0.964469765981839,0.1330528768061167
216,-0.8843906799553529,0.0749054202228076
217,-0.7921959186901523,0.05732169169983175
218,-0.6867780030708033,0.06060581137208143
219,-0.6300235530989484,0.13156498447876971
220,-0.5828452083349708,0.17309699867622833
221,-0.5549165109755777,0.2406960420989788
222,-0.5107630645276694,0.27616656694338004
223,-0.46714360711147446,0.2774323454247505
224,-0.43612485390293904,0.28957019811719836
225,-0.48175124094426913,0.39911183632985575
226,-0.5296099845387607,0.4575590746478241
227,-0.5745679369298596,0.4804012796695068
228,-0.6508657454263541,0.4719735009777501
229,-0.7208902736741929,0.3898261650349762
230,-0.8361947895180933,0.32849771183102455
231,-0.9724675663592036,0.3023339669257304
232,-1.0872083345433867,0.23670104189855676
233,-1.1972247185038085,0.20086861087972452
234,-1.3136012022018897,0.18437901161360606
235,-1.398916621287549,0.1703050055090903
236,-1.4503190628489278,0.1918628349705479
237,-1.4563559949769396,0.18585934128543155
238,-1.3969580283505065,0.16378569052355474
239,-1.3156699699232868,0.12003652882260096
240,-1.2553711049178802,0.12727425637561438
241,-1.2209214535762878,0.1316818942654878
242,-1.1931109679898855,0.17388290374764864
243,-1.156470076989937,0.17802421772930757
244,-1.134485014289016,0.18191222201231774
245,-1.0834902768188044,0.11908209848461633
246,-1.067222128748919,0.029756693304122138
247,-1.060959945309369,-0.06286191924862308
248,-1.0993960412980346,-0.01438953178904736
249,-1.1254888459304135,-0.02950464188908783
250,-1.1348793476095922,-0.08776058490502527
251,-1.1898822171491021,-0.06795201990573442
252,-1.246090295201247,-0.08269903642408499
253,-1.3396883416303722,-0.1378006090190439
254,-1.4426762598853275,-0.2418490409435693
255,-1.5642556180491916,-0.33519146408597916
256,-1.6670302888784698,-0.4276634265039091
257,-1.7650843246055772,-0.5212560402713701
258,-1.8487726291274191,-0.6517992799294999
259,-1.8860151414375494,-0.795006384260496
260,-1.9088869833988475,-0.9715277132425666
261,-1.9294563666845246,-1.1343677640241323
262,-1.9709202160333923,-1.3240135730029856
263,-2.052800743088564,-1.418519944920019
264,-2.0526740239681747,-1.4325189472887983
265,-2.1044241165917295,-1.403530024260901
266,-2.170955168916871,-1.2364193159831445
267,-2.220775009439279,-1.0202392802035034
268,-2.2262794415239195,-0.8271633623768148
269,-2.2037196657597953,-0.709855548099914
270,-2.1486671843232443,-0.615155947765419
271,-2.0698856789232565,-0.5423172009128742
272,-1.965470533905541,-0.516319407575067
273,-1.8655829728740807,-0.43821553452778206
274,-1.7587623090144682,-0.38733297742296474
275,-1.6667656117003116,-0.30525934734535964
276,-1.586739530429378,-0.17858712719108816
277,-1.5294303102674593,-0.03700512771906656
278,-1.4345845121420784,-0.021860114723464292
279,-1.3418598935250707,-0.04634560794781017
280,-1.2341350151723776,-0.04889588010151331
281,-1.1538773999864673,-0.07361862535984617
282,-1.145998346192864,-0.027175962066010785
283,-1.1340556654808773,0.02061100442912289
284,-1.1124824385265686,0.09564039049931092
285,-1.1180816032133456,0.20877831258894408
286,-1.0802313685970473,0.31916621245742566
287,-1.0641903193143165,0.44108774313251803
288,-1.109385809938925,0.5704752727446573
289,-1.1261162162790483,0.6663181350852224
290,-1.200089776657284,0.8386893080440972
291,-1.302152860277467,1.0120447584909043
292,-1.3697238520631252,1.1419101160155676
293,-1.4433959452961072,1.2636084389946192
294,-1.4525442780102131,1.3260160307282636
295,-1.4423968800831306,1.4161581346133096
296,-1.4200962124554974,1.4489408652803504
297,-1.4345029099412732,1.453218414933494
298,-1.389334917268625,1.43784131997378
299,-1.3436198184592674,1.4347944048048777
300,-1.3021654880298597,1.4938997534540148
301,-1.2735202301438617,1.529462094894454
302,-1.243625612889945,1.5479365683813027
303,-1.2170548091569513,1.5874450093713326
304,-1.1950919557467596,1.6144151076839086
305,-1.1615927278603246,1.6016127393037705
306,-1.1161709333621934,1.5823283335937262
307,-1.0677018727029857,1.5464143980047877
308,-1.0472177425021276,1.5347412141078978
309,-1.0285915678320021,1.5337170940035085
310,-0.9983319702892886,1.5260952692791103
311,-0.9393230897788415,1.5020736799847387
312,-0.8998632586418501,1.5172139615163
313,-0.8344742454196759,1.5023439738285596
314,-0.759709200713825,1.49830869246412
315,-0.6899967322411659,1.512575051976488
316,-0.6604522997086262,1.5629850420531843
317,-0.6668961422814259,1.6108139120250082
318,-0.6430952112905383,1.6432091477178665
319,-0.6233294558400579,1.6621569086574817
320,-0.6342982117207064,1.7106941405612317
321,-0.61914781332503,1.7503892098270661
322,-0.5740786145803085,1.7240204184671784
323,-0.5459585096352414,1.69369832556577
324,-0.5362219327896204,1.6849780108111612
325,-0.5774013920867145,1.703123907457359
326,-0.610145902292203,1.6551020415354678
327,-0.6463528844318831,1.6102956913222948
328,-0.6911065915216205,1.5343888367415996
329,-0.7348946052889057,1.4565132620914056
330,-0.7965008775285763,1.4244901860968908
331,-0.8175336877681124,1.359803538874934
332,-0.8560121212641418,1.2599123265158017
333,-0.82460823896945,1.126888111398515
334,-0.8075450614225721,1.0710929899652086
335,-0.8375091200685143,1.0510831112573396
336,-0.8976667322068269,1.057979777451438
337,-0.942418454112427,1.045224398595432
338,-0.9532523001641386,0.9897019951775042
339,-0.9047217881864934,0.9451992553548823
340,-0.8550131749993395,0.8734138087508415
341,-0.825408397447848,0.8746887310974842
342,-0.8241327097682873,0.9050536215387774
343,-0.7901133900561407,0.9026130804125749
344,-0.7432164976686694,0.875046823139979
345,-0.6719072285598264,0.8253155539129863
346,-0.6091079566951105,0.7643146247948693
347,-0.5422268470070039,0.6796278192459682
348,-0.5166409252173166,0.6311420555561726
349,-0.48646976705445294,0.5686394751982918
350,-0.4731029053076709,0.5138178968119502
351,-0.4217206466498509,0.44742504628468693
352,-0.34770304304190597,0.338640510666236
353,-0.23947558705334096,0.19513727798993738
354,-0.17263854736812553,0.11297475802107558
355,-0.30036983279589297,0.24660015204983612
356,-0.40756826291981496,0.3054431469809962
357,-0.513091670703696,0.3375570042439345
358,-0.5785257745170662,0.34023871413796924
359,-0.6556676203918604,0.395992660886261
360,-0.7079119509818631,0.4486125075904114
361,-0.7397148288860822,0.5028804999469497
362,-0.7600570694322017,0.5288836996047764
363,-0.7766881908536811,0.5160666121529508
364,-0.789092496091963,0.4927769441030954
365,-0.8221039346518615,0.4437237654176264
366,-0.8362653090387845,0.37847915560081735
367,-0.8228112890580485,0.2726161022118578
368,-0.8032547890166433,0.14346946009695485
369,-0.7703206777269327,0.04274404108452764
370,-0.7459788624915457,-0.009892814728226123
371,-0.7229301354254166,-0.046064907637217975
372,-0.8112276681664693,-0.03116710847353053
373,-0.9020924183827046,-0.015211004232705322
374,-0.9896926610832064,0.017110351912736445
375,-1.0674765753836155,0.008611316703921665
376,-1.1379816184888925,-0.04773263848914556
377,-1.2640639152801973,-0.002872909517435034
378,-1.372430733559868,0.02441310609536631
379,-1.4468526450102588,0.02813419501028928
380,-1.4905711084786633,0.023915504013486424
381,-1.5088106904647567,0.022280767458808047
382,-1.4953475845066058,0.016592569132611742
383,-1.477945012883947,0.029460353520076782
384,-1.4779528113290965,0.10641877637942858
385,-1.4412298656802314,0.14785372792721718
386,-1.3945590797699918,0.1628123357234122
387,-1.4013108040168447,0.19903975941671956
388,-1.4227209070117113,0.25652386032523333
389,-1.4276122219837855,0.2839506248942979
390,-1.4078469063107146,0.25957274670606106
391,-1.3884438748839854,0.2105456604974239
392,-1.3839665265029033,0.16626108449956165
393,-1.381014191232545,0.11108714236990533
394,-1.3572712989493345,0.028511842796163762
395,-1.32986043091735,-0.04838075643570571
396,-1.299913254547973,-0.1540481431112144
397,-1.2520059951650242,-0.26193950413193984
398,-1.1824379045571594,-0.37857511437098385
399,-1.123805559535442,-0.48321082191037
400,-1.0815115854112223,-0.54890988967372
401,-1.0732226171253214,-0.5587169896086448
402,-1.0978179747808412,-0.48887277310802907
403,-1.138874579964687,-0.3551477994195133
404,-1.1489788336762357,-0.22397422295337613
405,-1.1520550919402344,-0.1291941168003786
406,-1.1389401018243717,-0.10261649386729908
407,-1.129552256062386,-0.13376400463088964
408,-1.0983117533636668,-0.18273767423114323
409,-1.0559303421739876,-0.26279720069210794
410,-1.0759657379951737,-0.23040675772525035
411,-1.0653979874005652,-0.1792317408311046
412,-1.0136945672923936,-0.15339957390357112
413,-0.9175324051617845,-0.15521522075347063
414,-0.7885409645954472,-0.16111582703565974
415,-0.7389149695818213,-0.19289148486525687
416,-0.657740316318135,-0.2772555153656594
417,-0.5700406013355902,-0.4044842004193757
418,-0.6783772199457725,-0.27271887557214036
419,-0.8302509445672442,-0.1284674535980079
420,-0.9149496914214117,-0.08151681948053009
421,-0.9744261072232493,-0.1225233193625329
422,-1.046269805181345,-0.18017179450185636
423,-1.0975163216905368,-0.246735532361647
424,-1.1440036180170499,-0.35573850344017366
425,-1.1955207284612928,-0.45278587554445726
426,-1.3142215414155864,-0.5091096753870081
427,-1.3870770625378404,-0.6630752623047466
428,-1.3952158356448143,-0.8372397815333978
429,-1.462945896323303,-0.7928703755336034
430,-1.5459099869092545,-0.6427836234551689
431,-1.5398353768536306,-0.538215935509384
432,-1.5295413319551365,-0.47933288147648506
433,-1.4016955251216943,-0.5082097132062318
434,-1.2805627917568627,-0.5930350174731122
435,-1.2280729506825105,-0.5862024770318971
436,-1.2417684599307657,-0.46791612452757486
437,-1.209160749809832,-0.44724227750105383
438,-1.1518533955638006,-0.5310428497317932
439,-1.1642126117569727,-0.49683947034452947
440,-1.1210828654661908,-0.5566049395137104
441,-1.0883368281495265,-0.49857919164195386
442,-1.047697226691606,-0.3637812895493971
443,-1.0038351247151789,-0.28487876419883323
444,-0.9026275719941668,-0.25165930540392417
445,-0.9170973108558486,-0.06407204608803407
446,-0.9494201119200547,0.12634036853779151
447,-0.9333937471467232,0.25982155746524493
448,-0.8965078059140731,0.35677117872289793
449,-0.8285792782539404,0.40787559876051394
450,-0.8288671532354724,0.42609217580001746
451,-0.8117738681435074,0.45192857445937756
452,-0.7891606280590777,0.47052855505715774
453,-0.7813844900088245,0.4920158333424969
454,-0.7563779700918867,0.509507072351835
455,-0.7071544724994631,0.4940994255767072
456,-0.6674739095496334,0.46154156185483103
457,-0.6212315810581538,0.4166697455275557
458,-0.5556546377345885,0.35964583052258314
459,-0.542583770928255,0.35169968170398597
460,-0.4973331753968964,0.32302471507734565
461,-0.4885525391158646,0.3373751982515969
462,-0.4952861847294328,0.30693183254702044
463,-0.5881175288886399,0.4081011796081769
464,-0.7456001365705499,0.489484002230813
465,-0.899958671203355,0.6056058650826067
466,-1.0286121072381211,0.6723280743434776
467,-1.132967778651496,0.6964576031582701
468,-1.2519765148481035,0.7391216629133845
469,-1.3180515077478432,0.7524993720905464
470,-1.3676431179811726,0.7613476788030481
471,-1.4131659115429662,0.7452650663682661
472,-1.444618677165134,0.7356124785084375
473,-1.488255711638042,0.7282907664968326
474,-1.5308183334819143,0.7032838174871706
475,-1.5558670020545409,0.6651009646365951
476,-1.5662266590332907,0.6150592065475582
477,-1.5554270604013165,0.5457581627482994
478,-1.543502259331232,0.4422277912690053
479,-1.5127270046915313,0.36107063564770164
480,-1.4739558165726392,0.25918769527523955
481,-1.4624149465909133,0.21025792980904606
482,-1.4884973182331025,0.16681653216189588
483,-1.537392137856226,0.1360907798750863
484,-1.6044789520193763,0.16575044039130893
485,-1.6629372778009783,0.13948048421785902
486,-1.7674960719795114,0.1517169458754023
487,-1.838474080435849,0.14045394439289335
488,-1.8347260355515955,0.11278349005987173
489,-1.789539339374347,0.18770205914489327
490,-1.723312114463701,0.20648447250445276
491,-1.685169356318177,0.2762193979847781
492,-1.617739347607278,0.37345090365733313
493,-1.5961345777958555,0.5289997382102746
494,-1.5513811082314446,0.6914318817308261
495,-1.5028592248348243,0.8032458240001974
496,-1.468349588775655,0.9168123217518374
497,-1.4367342630274564,0.9762299702133775
498,-1.3664254926050552,1.005045442788461
499,-1.2583428596071424,0.9873435327564062
500,-1.1322325425344866,0.962685604324382
501,-0.9711532757902147,0.8731192397338462
502,-0.8346098310696876,0.7966373367756692
503,-0.6294210616951861,0.6916077941156976
504,-0.4441974414209387,0.5535093360165471
505,-0.2978069264890121,0.4748714099456677
506,-0.19570995939923108,0.4368684239509163
507,-0.058979757951683295,0.3339480583055171
508,0.0512766438616964,0.23992076832936174
509,0.1486194178715491,0.14498330536295825
510,0.1874402837301075,0.0450509723523057
511,0.2185556534541049,-0.016746531469184627
512,0.22253451657753082,-0.08248818699921538
513,0.21350353166566824,-0.09479475278914117
514,0.19699937560507508,-0.10976512899283238
515,0.16545120177924855,-0.11895125781698909
516,0.11367523443697097,-0.13617413052238153
517,0.07492906866897298,-0.16852036793169628
518,0.08037546001651938,-0.24682705045215075
519,0.07232516034126155,-0.3064460101399241
520,0.05657551405265324,-0.3572148341893203
521,-0.004263943950131226,-0.3458749236349833
522,-0.07084506656395378,-0.316360426321818
523,-0.09582029481232077,-0.2714905548331834
524,-0.11564049344101617,-0.2852801213769577
525,-0.12062297954127199,-0.3182990801148874
526,-0.09729034475591958,-0.3972124890133877
527,-0.0959724270551656,-0.4060707720235475
528,-0.15379674690981598,-0.3370837126475088
529,-0.20286971121882783,-0.3036723651636407
530,-0.3069820708399866,-0.20030120539971552
531,-0.4003718870980547,-0.13913013639809263
532,-0.5021488654564786,-0.11473668710350311
533,-0.625251513120753,-0.07070271698468679
534,-0.7041187757894563,-0.043319244419780585
535,-0.7901981619916303,-0.04592306476896467
536,-0.8525398704750011,-0.06520282298232008
537,-0.8967910401606076,-0.07629548165318027
538,-0.9364647723571629,-0.08699075406504786
539,-1.0232376033268045,-0.023829826723911953
540,-1.061299973272398,-0.009293447301652503
541,-1.0564863310323676,-0.005451309946758748
542,-1.113871992857254,0.03131441939160763
543,-1.1607937337359586,0.1027138215488979
544,-1.1990866959305946,0.14999894097633937
545,-1.235028359434483,0.23228502313576732
546,-1.3006360669893495,0.38976671219369174
547,-1.3733313034782888,0.5045855498184947
548,-1.4131604368886095,0.598249259936609
549,-1.433618085808998,0.6805311358351694
550,-1.4087973468081716,0.7377080777552146
551,-1.3579293715646075,0.7800949607909399
552,-1.3349407876324806,0.8390069184474157
553,-1.327533512454137,0.893652716201023
554,-1.3130667197999146,0.9115957914838755
555,-1.3234187942653166,0.9296457526151908
556,-1.3287995389555562,0.9605190229579167
557,-1.3333746437541318,0.9692130328539202
558,-1.340817056810689,0.9752037003378116
559,-1.3701300942682153,0.9410144343444792
560,-1.3973128752791846,0.9091559034255626
561,-1.422594779319121,0.8791737335162221
562,-1.42894370334724,0.8989688039469195
563,-1.4600151151805016,0.9482719621877735
564,-1.4738537437895491,0.9777675652382265
565,-1.4863353061157254,0.9875297372513097
566,-1.4773851295265639,0.9608026258997105
567,-1.4864893676579585,0.9623118494282098
568,-1.5027514505902564,0.9780357019565263
569,-1.51696425112489,0.973792201069114
570,-1.5229358057193787,0.99151420772965
571,-1.5397485504104607,1.022377322812873
572,-1.5574653199731516,1.044149682260247
573,-1.5738338766432416,1.048098776142881
574,-1.5858096662600905,1.0482777252376978
575,-1.599517249570348,1.0162611900140248
576,-1.590942551079642,1.012494324756172
577,-1.5870167075076584,0.9758032654855345
578,-1.636888658371142,0.9516962154317631
579,-1.656926479716252,0.9538714431471229
580,-1.6897932234465083,0.9198976607414151
581,-1.7097203316774021,0.8803771102635279
582,-1.7161394509481829,0.8083062664909466
583,-1.6959510443960697,0.7389429878679454
584,-1.6882035400435567,0.6845395843698417
585,-1.669623753195021,0.62429128370058
586,-1.5954259749050195,0.64521862658788
587,-1.5045383901261937,0.6582791323574397
588,-1.4135267442754968,0.6807912939890814
589,-1.3374433689224632,0.6866940525718797
590,-1.2693787575834017,0.7008471963258529
591,-1.2375232296038645,0.7192443845123313
592,-1.2006924403163435,0.6992789532626166
593,-1.176773890403082,0.661670566789851
594,-1.1685383000659675,0.6052324540254582
595,-1.1764717178488566,0.5764995253099912
596,-1.19662823373155,0.5430856917293063
597,-1.2135575228624924,0.5066543925649086
598,-1.2258480264519538,0.42594263529917814
599,-1.234086383532959,0.3203504131618651
600,-1.2262300786844333,0.20015523160073234
601,-1.2760642244539795,0.1514366834803275
602,-1.305564373463608,0.10712702777700629
603,-1.348021788565999,0.08665712292884854
604,-1.411380521957204,0.06526558713223027
605,-1.4806794583252552,0.044528352870097376
606,-1.52803017220437,-0.0022835551775225436
607,-1.5699293000650183,-0.09597694065641889
608,-1.6212437250189269,-0.11377048261343127
609,-1.6321095452013163,-0.18841120725849914
610,-1.6183278266968981,-0.2304171766978124
611,-1.6210906776442522,-0.20762197629420104
612,-1.5907169266324035,-0.1331129388341071
613,-1.5605630787346447,-0.011549475080827222
614,-1.5355667756776776,0.07318846577609471
615,-1.5058978141825041,0.18467100699863037
616,-1.4606774437117849,0.26102290108838067
617,-1.4103357973192565,0.3109193159244945
618,-1.4035855239730424,0.4341142458844843
619,-1.3752595926558464,0.5282766916400197
620,-1.3551229526709765,0.6540538763081517
621,-1.3574942238576793,0.7665570647244971
622,-1.407538993223165,0.9082985451360461
623,-1.4539255948443734,1.0092325955670551
624,-1.513647824548122,1.0680083767717894
625,-1.5612497213082983,1.1404472812066166
626,-1.6164592774805002,1.1928982015659955
627,-1.6545647015572231,1.2369922679556373
628,-1.659863786086332,1.279283125396386
629,-1.6736449606409605,1.3435188568575636
630,-1.6873157646745176,1.3810007395743613
631,-1.690856089257324,1.4430920926635429
632,-1.7017585282891148,1.4809854782410783
633,-1.7291977098101305,1.4902435372751903
634,-1.7562210394665603,1.4773809752679241
635,-1.801753897614517,1.4671830392796628
636,-1.8355684998085247,1.4651735716734264
637,-1.8499903647047664,1.4373822501845566
638,-1.8688685372362779,1.4105334036206856
639,-1.8892485879652134,1.4094797474536054
640,-1.9007710993217757,1.413817872503535
641,-1.93220354363129,1.4649012273345494
642,-1.9597333066536626,1.4738617234143359
643,-1.9899546460436075,1.453958725187425
644,-2.02600208193472,1.4247545943999202
645,-2.0656880471660246,1.377622994904756
646,-2.093468684168877,1.338293745341511
647,-2.110397889455665,1.3075142036131933
648,-2.1130560307481376,1.2531213547996356
649,-2.1649020202717812,1.2226549587505067
650,-2.1916486773363206,1.1395694992546899
651,-2.200303851062257,1.0329678419570487
652,-2.200223034495535,0.8839792995918039
653,-2.1941968190366534,0.7400474960493008
654,-2.2113637424526393,0.6408845302200171
655,-2.2237228497976003,0.6245391212981471
656,-2.2478216798449755,0.5995261580627791
657,-2.2671782002516023,0.687844934533172
658,-2.273303524834223,0.7722129961121034
659,-2.312414613337161,0.8871223050122811
660,-2.3225598579126956,0.9274456853828811
661,-2.3034776736089375,0.9247368090961277
662,-2.272667831029849,0.9249490351270084
663,-2.248443325328976,0.9378957156498611
664,-2.244978810323503,0.9451851417068393
