,win_center#01,win_center#02,win_center#03,win_center#04,win_center#05,win_center#06,win_center#07,win_center#08,win_center#09,win_center#10,win_center#11,win_center#12,win_center#13,win_center#14,win_center#15,win_dm#01,win_dm#02,win_dm#03,win_dm#04,win_dm#05,win_dm#06,win_dm#07,win_dm#08,win_dm#09,win_dm#10,win_dm#11,win_dm#12,win_dm#13,win_dm#14,win_dm#15,win_dm#16,win_tube#01,win_tube#02,win_tube#03,win_tube#04,win_tube#05,win_tube#06,win_tube#07,win_tube#08,win_tube#09,win_tube#10,win_tube#11,win_tube#12,win_tube#13,win_tube#14,win_tube#15,win_tube#16,win_return#01,win_return#02,win_return#03,win_return#04,win_return#05,win_return#06,win_return#07,win_return#08,win_return#09,win_return#10,win_return#11,win_return#12,win_return#13,win_return#14,win_return#15,win_return#16,go_center#01,go_center#02,go_center#03,go_center#04,go_center#05,go_center#06,go_center#07,go_center#08,go_center#09,go_center#10,go_center#11,go_center#12,go_center#13,go_center#14,go_center#15,go_dm#01,go_dm#02,go_dm#03,go_dm#04,go_dm#05,go_dm#06,go_dm#07,go_dm#08,go_dm#09,go_dm#10,go_dm#11,go_dm#12,go_dm#13,go_dm#14,go_dm#15,go_tube#01,go_tube#02,go_tube#03,go_tube#04,go_tube#05,go_tube#06,go_tube#07,go_tube#08,go_tube#09,go_tube#10,go_tube#11,go_tube#12,go_tube#13,go_tube#14,go_tube#15,go_return#01,go_return#02,go_return#03,go_return#04,go_return#05,go_return#06,go_return#07,go_return#08,go_return#09,go_return#10,go_return#11,go_return#12,go_return#13,go_return#14,go_return#15
win_tube#02,6.699121204378993,4.772233031019673,5.182650280810695,4.482217195531343,6.1128359514332775,5.591299002016948,4.738599980898729,3.619595754798447,4.559238557256138,5.386207337384345,6.740678304854356,4.9894671434613596,5.085129388685713,4.61515875869154,3.9001382162679685,4.742567856586673,5.399023181326373,6.176483825550742,4.156335231894964,4.450745891046642,4.068015730722552,6.451487221854487,4.940732942598796,7.033690973016177,4.437523172195425,4.96553150538855,5.677532080591228,6.376484284748337,5.175092611079187,4.966722464946904,4.993154122637512,3.714399927758041,0.0,2.633329371792239,4.683750770278484,3.207220930222504,3.5167120581071436,2.9664525399225985,3.254232868473024,4.071918790538,4.4542514715324515,5.615509080138215,3.199543040424166,4.687052483342331,5.000248744453914,3.970701381910173,3.642457895416193,7.509233151115644,8.385645677644606,5.641200278188053,7.5508601950350736,8.00350639734683,7.609990192265483,6.856711717994218,6.876893514659974,5.8673892828582,6.213203612906916,5.72616810989109,6.1238231146281965,7.86779178075571,5.552866603192878,7.415470436702382,5.121339277953442,5.071125583299438,5.258594445596375,5.768760794130089,3.942479768716728,5.505543519508823,5.259985847335625,5.4783359902749655,5.325873851370318,4.658053823094866,5.638856415089365,5.490871070177942,5.447784257609606,6.09470684072437,4.702429153088216,3.991514202829508,6.238194629295537,6.425491522732232,7.155945064287763,5.928462223125813,5.189495234272392,7.899905492525894,5.069709938567963,5.8129358387355134,6.741169895414311,7.190229837616534,5.307403446767398,4.852961719738404,6.365957896013665,5.6852761741368285,4.660100575880962,4.98680582911269,5.847531155736422,6.961161667567484,4.834270913630991,5.502382255403189,7.185847383219552,4.770380446507076,5.899866506806143,5.777861923110915,6.06019706948926,4.130219555460828,5.214798827317292,5.724566638446521,6.040005708181058,7.152378469859588,5.205690388657057,4.1167657890972835,5.160397444365577,6.687173373867517,4.386594622593842,4.87792596282098,5.89864446017994,4.9712983381022315,5.2637520326379486,5.760257998169623,5.509793275421827,5.660150517295721,6.097731281847391,4.146854241955754,3.964719862567421
win_tube#03,6.531951983680183,4.704712852751881,6.276331051060213,5.236933959240901,6.276112544828849,5.712036942605789,4.552975725973419,4.4569336858150574,4.503438807263912,4.77788109120474,6.5164577676902,5.214642877692755,4.9406039869996015,5.1142267016147605,4.607338766811181,4.946040366805147,5.427414473250305,6.598759555718606,4.50517332376731,5.73278063815091,4.882895958120378,6.5750887964937785,5.426675391272054,7.150242555263278,4.777378855307928,4.955353686144503,5.579221495706439,6.8121564141060835,5.83729436755562,5.280145444243927,5.168840273913265,3.2257835573151143,2.633329371792239,0.0,4.2251190689943545,2.6091906113018544,3.542182778862157,3.443356651869416,4.010839620540847,4.044767506242869,4.997874520703537,5.839945070687481,3.5509218444060138,4.226510863098414,4.748369263084635,5.076110715378579,4.089931973815517,7.996516792562047,9.2361575000748,6.829524041071426,7.670046598921936,9.36081089511819,8.865160954448786,7.419239787200765,7.979817822618898,7.963687397283817,6.900974243796055,6.994033173838295,6.840483773418976,8.216918647831376,7.154312277615775,8.006471490641339,6.455939932304095,4.658585851189382,5.581430168972493,6.375754808810372,4.892553007297078,5.409807882626203,4.521129868516242,5.4118314898528475,5.716909102200575,5.31295052733621,6.782209111065738,6.32199762508284,6.167153820365455,7.005072484323926,5.651435110549887,4.706700869130338,6.672250394085197,7.2938035818397635,7.507136715863611,6.599639107314623,6.031366480391707,7.861211897870573,5.543958989608253,5.69228998367974,7.6261459123453,7.98149365285737,6.32064084536934,4.947155391713971,7.053289866837364,5.904523105634095,5.3445204769286905,6.036134583989571,6.5905394475224,7.30168624354726,5.684398065642407,6.1249564788903434,6.842854978085803,5.530406307453988,6.029994311245026,6.686527934928208,7.332592327769412,5.115828845581231,6.2020817374033275,6.258714087463886,5.941442278921264,7.525530901517646,5.999475842930829,5.1344456579832745,6.345219743710383,7.441599633243907,5.725070172750728,5.765298502307948,6.911221513851691,5.769178623040381,6.270121130016911,6.766705470682902,6.346893434591131,6.407860449438785,6.96600313342384,4.925890607532247,4.578703046982955
win_tube#04,9.011764110915966,7.223786461835626,6.6918270496182055,6.1573127718577565,8.929205170799426,7.982292865271678,5.251963169603828,6.259539998649052,7.1993077234211516,7.644424827925923,9.361361984437687,7.546030359406303,7.868301465666633,7.334248471580917,6.483184786913299,7.83777503063374,8.834197654746509,9.453993876262226,6.888847332236244,8.080578324164533,5.924172875807214,6.800867439375465,7.905674777211486,9.776086201857453,7.731052193952397,5.6060933973710885,8.644827408116742,8.81342573104542,6.770631390510274,7.634770297269522,8.255103923598108,3.2480363447662324,4.683750770278484,4.2251190689943545,0.0,4.5365735765704605,2.888249059268332,3.361623486124586,2.402160314210116,3.7493862509750624,5.7830083638174745,3.4009261988801955,3.000823436124201,2.3818721721937592,2.3560652737198278,4.8547934098678915,2.8069977940146997,8.058730412046613,8.685155269248835,6.954829945030675,7.618288216246725,10.356119305839714,9.099004256679958,6.68549082425013,7.069652647554096,10.059246099892476,7.849370227147644,8.671393168923455,6.961541545611552,7.248711842319733,9.112016994973365,7.512505886122804,8.181998492175467,7.780548158881174,7.45607489688,8.412515678890694,5.949657421900527,8.899584514031945,7.0854968408725645,8.800336631120087,8.531697490321925,8.038129564266857,7.0385185408974005,8.509533683374325,8.283416778966192,8.27011470053783,7.696442886659509,6.404137932306899,8.909633643455262,8.780744221385827,9.703308316225682,8.291418208472296,8.224948236454177,10.913456508509045,8.105899298760791,9.19849249262171,8.588543765321171,8.875176818149667,7.147440522017374,7.344650972267936,8.769575690129168,9.160856421866432,7.7991853697578755,8.233262051285177,8.652031770042026,9.96312349495321,8.106229360788587,7.857281728163747,10.48778321204241,8.232029320480605,9.356448670549169,8.603983986723362,8.909785771372722,7.51133734858741,8.308799513664143,9.033875671499477,9.596316255785913,10.022683426033133,7.785758997089943,6.8200410664331095,7.734363011247293,9.05911828027872,6.9491332927753975,8.013787477687117,8.26288495570852,7.150338058330876,7.633765555011222,7.874994024346039,8.47730004044288,8.677859561629107,8.412998087443773,6.528534404883609,5.51407031608274
win_tube#05,8.113589632925406,5.731631351526756,6.663902305157176,4.7923211926860105,6.257984298009772,5.864020571564726,4.1583608156792335,5.027220493825609,5.608650672331137,6.818344921932386,7.159754550890972,5.94617307587854,5.761766858889439,5.869288631061043,5.395760988696817,5.698326351852851,6.5598980942208485,8.152795134354287,4.96355422477055,6.3877090646293135,4.273814736040186,6.193528296036892,6.37648907951456,8.17773352702711,5.7081158500073315,4.893551775631872,6.435294854323244,6.459593521192059,5.249534328717448,5.8210843230576605,6.462514913769499,3.8326346703814425,3.207220930222504,2.6091906113018544,4.5365735765704605,0.0,2.743673598925347,3.0180815441320097,2.624004576213715,2.7569037145033812,3.8041358717383726,4.1135014588709975,2.5470469931381263,3.948110140907391,3.7783697333512034,4.457648071490285,3.3949568183906482,7.873175148170896,8.307415505342627,6.183023061741717,7.106768487366285,7.961459880479145,7.6976727245940895,6.962198092629391,7.175846070592009,7.347340339537617,7.145532673508665,6.574184766431126,6.850272105082088,7.722210125325758,6.303978726989158,7.644551778934171,6.377521712738035,6.203468579728938,6.584147974660295,7.171950375630741,5.8537583505509225,7.321136008363543,5.969833493988677,6.659302193506898,6.59083669801093,6.056668552694721,6.9647835336036445,6.705764661086207,7.186504033151479,8.10210046696007,6.230378589755702,5.027852285259087,7.772292322711735,8.402217563684708,8.667745359974477,7.7537880259490395,7.218110575961561,9.368717745417964,6.716506898200761,7.174607609182476,8.397038346027854,8.984791010315792,7.1525492096165975,6.420384806437896,8.174816320692955,7.421948463665293,5.791891461334383,6.842778742384608,8.126182513056131,8.963360347598924,7.148680995317221,7.780146837010074,8.917273930417595,6.5860721230701555,7.731879823085349,7.990084470893084,8.105009528207843,6.3147799891402085,7.231238897382357,7.770915140493126,7.7566154755170365,9.038731105274909,6.8800647849477885,5.3701682028755435,6.979317432639685,8.400784465694345,6.5473507882352076,7.165721277608534,7.436919767987731,6.681616514438457,6.815000005814716,7.474056304950818,7.248530002646808,7.706613191311987,7.879646396697021,5.536901688241683,5.663141882354137
win_tube#06,8.319817390922262,7.0702293229345985,5.485594158934364,5.991749593237239,7.705866920461048,6.39559234858994,3.95280523021481,5.206581835121083,6.6238905014398535,7.6719990109807865,8.292752284499523,6.701618580624106,7.054102623771943,5.949714614578179,5.651600477713227,7.916848346990121,7.914012578541532,9.122552147209037,6.950793753762458,7.4813731304228375,4.415522032792426,4.885295296310887,6.7688900217232675,9.7003700177173,6.5502024509451,4.206571490933319,7.499651244430404,7.731496751070413,5.169493240607897,6.082552304624265,7.560907401122174,3.9409747739288115,3.5167120581071436,3.542182778862157,2.888249059268332,2.743673598925347,0.0,2.253362943364799,2.2406708509517967,3.0466483077805644,3.7262159398409227,2.7582160261087694,3.3312147926184004,2.582872857032754,2.8834588084458592,2.5962388364082587,2.3080327818075097,6.785865655097724,7.8168315383973335,5.882930979630663,6.438304823392868,8.245648272046184,8.507934507037795,5.527642318172774,6.03169954820411,7.698684388261096,6.716687361019867,6.880631499256891,6.048173549612811,6.835579677070202,7.142907084916523,6.919255501086133,7.380790963572453,7.574691460757084,7.215404402862379,7.819234801226653,5.073037551148404,8.548996836154586,5.598112569096088,8.601773450917433,7.333442420662513,7.442870648284668,6.166436124525806,7.008421108306027,7.9684613984150605,7.637021977166328,6.678353093977,4.888492112885616,8.183789196466087,7.979575664950604,8.782794228860554,7.10711099560403,7.480996779800669,10.554544186675887,7.12375578053977,8.597395608940147,7.668864236078346,7.714827633091423,5.555446592465351,6.826313026873365,7.783021994597232,8.651139953575807,6.636573851159591,8.477264598073855,8.373158314295685,9.678669193232475,7.500522862327755,7.783627303055484,10.536090227206211,7.744175593961703,8.784758460530458,8.361226772234545,8.749286725770627,6.45073896453406,7.56011646072519,8.45775041692634,9.334593487540772,10.62699084942912,6.596067910921931,5.307622990809587,6.847798360147859,8.792546733130376,5.871721863568229,7.5034366566197646,7.561913893771799,6.574782325662419,7.031683133221423,7.185112359276133,7.711261125193178,8.423742124096384,8.296994949455565,6.234546070048485,4.708773897594303
win_tube#07,8.216815303460205,6.290738902082794,6.32774739708031,5.6143594916257245,6.826321723872276,5.722075030640883,4.295510823395086,4.6085166876711625,6.575378295281235,7.454811222173158,7.487845543532473,6.447203153206788,6.074932939402624,5.697591184796399,5.998878434082631,6.590081739565622,6.985400000141641,8.496630608682386,5.732717689183401,6.744830748466449,4.12541540237248,4.8762917892234245,6.251700697615669,8.7854624780619,5.785681398136618,5.987111738524532,6.7143542229251425,6.87899237435022,4.878564634767503,5.632977781885274,6.772217551918576,3.824046644103261,2.9664525399225985,3.443356651869416,3.361623486124586,3.0180815441320097,2.253362943364799,0.0,1.5897041257429623,2.96328187891093,3.2075598771367835,3.069621777971198,2.4992859642905447,4.174149144281375,4.593263118144095,3.171342196277061,2.822539288983475,7.753933005171301,9.05635685088923,7.150492841492746,6.995594866907387,7.901753896894284,9.633913891875888,6.646500203761668,7.251402026079071,7.095968223675677,6.942785309972233,7.033951475602999,7.050414493710718,7.763189058230334,6.4714395263571225,7.635222333129193,6.534295606991839,6.935947903548036,7.19783905567047,7.633095764716578,5.347072059040439,7.7720026586996935,5.524085937918497,8.069416492719258,6.904892656919587,7.292198698475284,6.722896943631935,6.8284979733912925,7.822316711125445,7.8672654539975735,6.428815618717752,4.062152764219895,7.827536663485328,8.048968658863785,8.705801732331448,7.4793300448174875,7.256385850800303,10.005438203340896,6.729136843283699,7.765352737437321,7.846252943053243,8.401443373138392,6.262266747140394,6.630277860167402,7.889298275442902,7.843487326225206,6.507156832110858,7.757442081898721,8.253404548335851,9.54067140988576,7.224263065455404,7.78593632375472,10.094368204369454,7.429659096891081,8.258297521173105,8.023356310182315,8.606049540984754,6.167369249631936,7.491782172220575,8.159545706740504,8.534789931635402,9.778522699047862,7.02793325594141,5.321401502334597,7.023898173103767,8.684192427749235,6.002428891836098,7.316897714619244,7.641313492974105,6.764455006553086,7.143405968555836,7.601244336286314,7.755715293753607,8.205631107190708,8.142542974580111,5.810219524961221,5.372941453671855
win_tube#08,8.600360000608356,6.357095254289606,6.169236413003899,5.333118151089915,7.576888974966165,6.584040921630641,3.826032751406001,5.2228060578476585,6.547954288323811,7.3777197801071,8.22583620350832,6.668175092616103,6.69681070814495,6.399796459814548,6.2129945752123685,7.452093839908745,7.765672778296944,9.07259619015536,5.774230897636826,6.608703767148245,4.623646019814115,5.813826377528047,6.955883813115997,9.417702087603777,6.637020705631357,5.237260057148164,7.482614365990862,7.404029124454932,5.254905958070732,6.408598754360343,7.518768136106048,3.6370511876958074,3.254232868473024,4.010839620540847,2.402160314210116,2.624004576213715,2.2406708509517967,1.5897041257429623,0.0,3.1555101408388544,3.675425418798398,4.084386122462151,2.826724884031015,2.5692360018296525,2.8366720116369426,3.305906343784469,3.241318151934946,7.54641832546237,8.108216111133306,6.722205141230131,6.927283385482753,9.184414428732723,9.193699123459803,6.412726040526062,6.746762774213308,9.093717891659303,7.191762121176677,7.510932758137263,6.602828774245634,7.268519625561146,6.002962849851925,7.367468279535987,6.212170914082955,7.280302331848044,7.305761967531533,7.945898967105428,5.559742139220105,8.339571775563956,5.841218546135668,8.433854878142414,7.51804782248818,7.308995448833995,6.951915383992857,8.01839351394991,7.96691549937033,8.08924777411976,6.783968908273106,4.667850437166565,8.344162423091422,8.423170815057388,9.116471143675469,7.881094258070345,7.610824143058172,10.499047501375422,7.35593004722047,8.435548968285211,8.171400331424485,8.599520235974904,6.5832729487435175,6.974521590342441,8.288367438192788,8.521132332026818,6.642138603298815,8.24069105730512,8.540080528089584,9.665785660334647,7.6174211959090625,7.988263665226516,10.434673927891774,7.516364701834756,8.726703822794248,8.501301387656214,8.75375829618242,6.840157374481325,7.807648166596581,8.602822920567107,9.089056901081296,10.130064914801082,7.1965374472287005,5.692700209112771,7.0336337399347215,9.013552895117694,6.20508609647403,7.689836635034306,7.794222156269822,6.730615155217461,6.985789098841102,7.386690488796113,7.943570413359211,8.399011877802417,8.165613474208143,5.855439901895,5.129107711859994
win_tube#09,7.625960509401709,5.036413844447564,5.8354087276328155,4.307485975456848,6.006670439603546,5.066594789508999,3.4408115328612388,4.158250354326246,4.561246924961082,6.272061819261657,6.405712449337184,6.127336776674114,4.754744669953783,5.664359781825761,5.401507886129832,4.745961446625487,6.766695232639534,8.007618727428927,4.2505900677988215,6.006526821080696,3.236219925437629,5.876150648414101,6.650480903343605,7.331220259072762,5.709454720964771,3.993331008681759,6.067582450708924,5.217783850787521,3.7550609726277266,5.40971492573544,6.196418160596232,5.181041224896533,4.071918790538,4.044767506242869,3.7493862509750624,2.7569037145033812,3.0466483077805644,2.96328187891093,3.1555101408388544,0.0,3.477065339393522,4.652875674552498,2.690881812443848,2.911803487589637,3.0703233960861476,4.452260326287428,2.8635096604866392,8.185680644489143,8.34834946025172,5.746328100949864,7.151522217532451,7.520595122937522,7.726154534083213,6.501184559869954,6.605971335823181,7.457695612160366,7.630282528345094,6.57635767787051,7.275930040562451,7.653520808380387,6.340281081294199,7.799069556208521,6.281066971974654,5.994208967002321,5.969038112306169,6.789219221746836,5.3051902033505645,7.247918597327025,5.30739016111056,6.820256291431055,6.559817284030512,5.701147260857879,6.945962077248583,6.3244088713619,6.612693785176939,7.792987677738848,5.8996098534178145,4.351538923853629,7.1360863239240375,7.85194759723831,8.319692527686588,7.60679397669106,6.880564834187601,9.142267324146268,6.498276638596148,7.108520963078516,7.3842272267887346,8.828894062041561,6.494571474096361,5.809752037992293,7.8603087605717326,7.386155331296977,5.620468863651195,7.029585261130982,8.073775785286886,8.974812704995715,7.170082864695425,7.940222092822542,9.259237879816899,6.671284896607604,7.784204489849587,7.4168366211615,8.09098632868437,6.117113881845714,6.941122564068748,7.737684388268658,7.687961344653168,8.762928616838382,6.604776700862673,4.674402892514441,6.500081461562562,8.54315250341752,6.248085366601774,7.030651474290599,6.9082712432524565,6.1969509254164965,6.350547477897043,6.844176273374438,6.858575028407736,7.479553356077494,7.2628590557623145,4.711365474201752,5.055471607869259
win_tube#10,7.909582696968467,5.639565797126325,5.907003655053495,4.58135637779356,6.054785700092431,5.741848061794356,3.964161474056357,4.603355574468397,5.342775040840673,6.763782734596528,6.966031269432274,6.769816738164089,5.349373081931017,6.269947300761802,5.902652367315654,5.912822154344522,7.2606984544829425,8.362569803871722,4.723691363568922,5.60049990399025,3.1057155091834,6.437840006614553,7.014089103635629,7.723934859354861,6.271967109605379,4.031617382812628,6.678815847573287,4.721715647883256,3.838455388162151,6.057194172115944,6.790880015068104,5.920098622530975,4.4542514715324515,4.997874520703537,5.7830083638174745,3.8041358717383726,3.7262159398409227,3.2075598771367835,3.675425418798398,3.477065339393522,0.0,4.990600261227037,2.208891750211979,3.252366000620531,3.1019799592439967,4.371607854986989,3.334746644577182,8.421709445063977,8.764162473430728,5.4619517960975985,7.770823830458229,7.3722482961516915,7.6576219784163975,6.600330708971614,6.674840229507198,6.60432657638494,7.732529331708864,6.311918437299554,7.623788001728012,8.045977825399836,4.790146495413425,7.957470341007808,6.158663011021703,6.044274753998243,6.384182686027777,6.968056022566323,5.741617051847617,7.599526421124775,6.0643269199711805,7.18226234074371,6.963149049555659,5.987056914315047,7.168839309963733,5.850079210890326,7.054406996733946,8.200567229953473,6.065257228913171,4.301084028927842,7.587961556906532,8.122281521770468,8.724549979335167,7.948484459771735,7.1180531549103225,9.50117551917303,7.02048194629198,7.593188518287674,7.668492818381771,9.101375014508193,6.811115419321274,6.244100940431071,8.20817257250494,7.842420714688247,6.066317584246685,7.567633174314314,8.13012948760243,9.05884311396277,7.409045189373455,8.047920423635153,9.20996694566454,7.102547113363027,8.11779744743652,7.551664409031058,8.079665884130632,6.566143572644706,7.239331709246898,8.040719749507122,8.094692568176516,8.817052076093812,6.750299468040512,5.139754127244516,6.780613744474757,8.83144371942383,6.1967223283808694,7.395693953278706,7.4323547010416675,6.8547794599314775,6.85777102026625,6.884029537236031,7.376738710364912,7.833717948127408,7.406558952041873,5.340456345242838,5.754676850487663
win_tube#11,9.490342657523465,6.999218508321881,6.2200703205889925,4.84360082644763,7.950627146117539,7.195255807037485,4.064878129044992,5.967853889302624,7.047004703889507,8.39544714919653,8.995499653382781,7.562938800450386,8.002305422207426,7.322037504595296,6.624767157961315,9.072759178077417,9.04079120479278,10.490799212206367,7.7767181051113825,7.617999705187993,4.880802624118204,5.18402896457597,8.003680754419506,10.631542795830088,7.830822884234715,4.265226953624575,8.447110868176038,8.004534876432004,5.242883833306154,7.153240755934739,8.838784034317253,4.238098258092933,5.615509080138215,5.839945070687481,3.4009261988801955,4.1135014588709975,2.7582160261087694,3.069621777971198,4.084386122462151,4.652875674552498,4.990600261227037,0.0,3.558407994040831,2.124771359179116,2.189425925166553,3.0394164200670835,2.817760839110012,6.796269489674581,6.998694873531906,5.882248263920853,6.163387185528642,7.805094164048438,7.628798861558045,5.290686935942984,5.73427076623381,8.068408816798167,7.316569954914048,6.586791832523185,6.068476844309027,6.325292244991933,7.398391874802786,6.402539251457775,7.803413835445229,8.574920585319276,8.293664668406949,8.772079354770154,6.360295948885674,9.659149625303757,7.345148993355493,9.368824063452037,7.599970043672299,8.437042535296788,7.37691815982004,7.854469614047552,8.874285167951365,8.922093375292352,7.802126788322638,5.968716198714901,9.389514418688341,9.405048802097841,9.845575853592585,8.478424556776014,8.95271833292834,11.67209540390999,8.441076826334422,9.744094780796877,8.965560826828659,9.057491951150151,7.130407263629619,7.790952449384311,9.131735086275576,9.95663296577593,7.3047551811484315,8.950843413083463,9.676151044962738,10.506582883044874,8.93773483618423,9.077373079680415,11.731875606672865,8.687613458246847,9.916691856665544,9.507083002659293,9.160027264436389,7.822915654692266,8.64867518347767,9.592957635075505,10.496270594469637,11.676702714458328,7.818772020851757,6.251473133624404,8.144749316172062,8.776709269657037,6.978948282643275,9.067761518566213,8.800297799218786,7.445470195928234,8.026530489718066,8.07400172472437,8.890072380142085,9.641011178248972,9.359650091387985,7.183569334232511,5.620526589044006
win_tube#12,8.07833323368824,5.269160856484262,6.18982910544939,5.5757920882493375,5.434616082738246,4.830582309336541,3.2926693806211405,4.40788792341288,5.358604414166492,7.295412085678553,6.4287048287606785,5.989097938750853,5.09382204134687,5.520510283527471,5.540438620626584,6.422004328194247,6.512880390901485,8.363602426703942,4.688475940698722,5.763479405044066,2.8708397949946187,5.241505462422163,6.313182584499242,8.033114032450705,5.544917727830893,4.170489067079187,5.929541024755694,5.231025332774195,3.5401815798976455,5.210198892172328,6.405661003050139,6.417656314544883,3.199543040424166,3.5509218444060138,3.000823436124201,2.5470469931381263,3.3312147926184004,2.4992859642905447,2.826724884031015,2.690881812443848,2.208891750211979,3.558407994040831,0.0,3.796905361139417,4.3743276818668155,2.482014853724466,2.5663540244810137,7.950040010593,8.604721231116264,6.133512347137113,6.98355974987302,8.046652166246496,6.866365909511111,6.550703179779916,6.781999721747624,7.6550869823759005,7.15355145547288,5.787383682467008,7.060857810039796,8.037685406245068,5.587094427155638,7.6074049128165315,6.4624116157273255,6.24546592152087,6.562720642562287,7.151980683660624,5.651439598107322,7.293150809950939,4.866483862900469,7.185147762316805,6.415076487478166,6.30940464802344,7.065114275787498,6.489698334119317,7.260272474948758,7.997740140168289,5.949379841046683,3.4870417193373013,7.522981840938667,8.229062241254992,8.43336594403319,7.650386941490564,7.110138282073791,9.412489942153657,6.62019424345678,7.15544069998204,7.907640918686232,8.836027229357121,6.77188059230268,6.217784462103117,8.01560685952259,7.575814760007887,5.433346643150238,7.940477009313315,8.399703410541521,9.102140876541913,7.307351747107879,8.297657204062642,9.312215590455663,6.822424954556641,7.78151494734984,7.9383376657636315,8.450670869012441,6.377263208660414,7.256385933412556,7.999758925905502,7.943183309459798,9.276686505522683,6.7628544686369825,4.7379920558763855,6.833757022645036,8.727379456038305,6.423850236428984,7.426461729409374,7.6306278010865585,6.7623866884420005,6.97133977365537,7.293975116580893,7.3637102781699975,7.962221435730831,7.9870580768089665,5.436674938275826,5.5943407251859725
win_tube#13,8.382355830400556,7.211272338189048,6.317643669966478,5.963183598738078,9.413448192936473,7.637275309207435,5.739379428656674,6.5101787475882205,8.157517348097437,7.75368535197054,8.99476891439932,8.59008518627437,7.84207424458374,7.120412359294093,6.840197490645394,6.818996143336953,9.150955377727865,9.499426892845634,8.361686260309332,8.398622363194747,4.817590254171285,6.768731683445038,8.194803640142885,9.30324099001044,7.890840099987296,6.137783048714883,8.542292518532083,8.9781095006262,6.674604609571184,7.406093352250168,8.161240503257877,3.977404584820864,4.687052483342331,4.226510863098414,2.3818721721937592,3.948110140907391,2.582872857032754,4.174149144281375,2.5692360018296525,2.911803487589637,3.252366000620531,2.124771359179116,3.796905361139417,0.0,1.6416998307461697,2.968742712733123,2.8825000076617244,8.756563497111797,10.521133891663798,8.072267734970078,8.644383727159134,9.475667596398296,10.54070345704008,8.20794536765568,8.007309612154671,8.823540010549063,9.17316777106903,8.967489025516786,7.596904098785482,9.583139696625555,8.671909318483367,9.55308870202639,9.91809790386263,6.789391468177459,7.315102099745847,8.454338180753075,5.81827232046527,8.964439071114878,6.088008293775485,9.706681358114809,9.061657831585437,8.568269577055993,6.072128700945877,6.826188004602773,8.394020140607106,8.13136842304649,7.859169139845746,6.204119357498077,8.494105976676222,8.184050874338551,9.27937529056351,8.136530140017742,8.284272112614868,10.858537376471714,8.02085984119909,9.289455752056464,7.603306759579682,8.2550773141889,5.856792877183851,7.419379341441226,8.32890243593635,9.37725879542935,8.84493061203427,8.879295503776412,8.77374564750154,10.415433970098244,8.440567799075255,8.222950046950883,10.791601952837494,9.22004670727562,9.600069489312723,8.373038793072102,9.270370182575423,7.160827336820763,8.886087058283579,9.124770865129697,9.906619710271496,10.45197451842141,8.174055876730375,7.142290470986719,8.06024726092175,9.400300214129048,6.839698110884701,8.421430097230672,8.315433329814478,7.378906697813622,7.873977679531851,8.056327110936136,8.862072301016875,9.168776484190214,8.602138404320373,7.26677939029797,6.077363459109589
win_tube#14,8.787779881689401,7.9357540816841095,6.0674150172122525,6.325729231083592,8.954945178310728,7.397483334963234,4.780661545146627,6.192247005340892,8.063397565354984,8.036000981650396,8.963829150315611,8.40455402011769,7.985742955334047,7.271611862688871,7.283704420010929,7.929924160468455,9.349622157640928,10.175013495521835,8.444272748156298,9.021315638076977,4.071918762386085,6.013061285254856,8.338670358146945,10.000800264752664,8.062694971574308,5.908924549397164,8.572666503830346,8.50447533082896,6.0753183123378385,7.307254153202364,8.563853969559752,4.553502703523137,5.000248744453914,4.748369263084635,2.3560652737198278,3.7783697333512034,2.8834588084458592,4.593263118144095,2.8366720116369426,3.0703233960861476,3.1019799592439967,2.189425925166553,4.3743276818668155,1.6416998307461697,0.0,3.1061424852434363,2.871156022539194,7.994175133820808,9.134998316720452,7.698478671618272,7.819118698924142,8.99707571478643,10.005886259669847,7.095199504000884,6.914330701293708,8.68477900296131,8.584345499834184,8.422857248727048,7.785313240553921,8.342273389190456,8.446806459430611,8.334209488494581,9.384056420902539,7.744449332442333,7.884641269924964,8.580885097371377,6.164773390532364,9.563010350484749,6.583574059247751,9.860323260042254,8.602832539290763,8.945776466673907,6.51540017412087,7.211934207110378,8.7255287102992,8.59305663289505,7.827827511937747,6.078886697062492,8.922191023247255,8.732389947567775,9.54318178479052,8.444257504039014,8.740980004367117,11.410435320930496,8.363217874330989,9.740705262849628,8.026601335711682,8.640594978345082,6.194718050677001,7.833061868416955,8.732382020026547,9.894543903455528,8.401260003758129,9.440283956732602,9.284821255576695,10.740476119425594,8.980591774508463,9.031746129953806,11.679445421037308,9.322258243701427,10.033722780314257,8.86416850488271,9.853007747216884,7.438712066799011,8.985532095550083,9.434280257943742,10.505779957819744,11.347269411507941,8.03432221131686,6.876755379382717,8.142090140698164,9.78214351893772,6.789391246488379,8.861964215648769,8.580814592774034,7.601478064767077,8.290855905178521,8.115295181293892,9.02442584647773,9.63910045407323,8.976560846937327,7.438943058194291,6.261611386245953
