u,mean_x,mean_y,lower_x,lower_y,upper_x,upper_y
0.0,2.212563129900418,1.0453355252975356,2.040664246246318,0.8165247620462679,2.3844620135545176,1.2741462885488033
0.00392156862745098,2.2157798433029643,1.0492577344289187,2.043808186787556,0.8177211642279414,2.3877514998183726,1.280794304629896
0.00784313725490196,2.219270023193227,1.0525909227829162,2.0461859399250972,0.8178072589766537,2.392354106461357,1.2873745865891788
0.011764705882352941,2.224331949092358,1.054255727446481,2.0481663786285527,0.8171319947815922,2.400497519556163,1.29137946011137
0.01568627450980392,2.2321602789110973,1.0585994954883102,2.053585538177173,0.8235364270106795,2.4107350196450215,1.293662563965941
0.0196078431372549,2.239362940472867,1.0649960734528652,2.0578534734718077,0.8329319830701414,2.4208724074739263,1.297060163835589
0.023529411764705882,2.243153569066414,1.072617798812945,2.0562907156837884,0.8438503338108242,2.4300164224490395,1.3013852638150658
0.027450980392156862,2.2446223727687147,1.0806350378687855,2.051555460080981,0.8538595844619711,2.4376892854564485,1.3074104912755997
0.03137254901960784,2.2437433216081732,1.0875156685735798,2.043153954688537,0.8609690390301967,2.4443326885278096,1.314062298116963
0.03529411764705882,2.24140971933877,1.0958039773091781,2.032214911853314,0.8678262936965601,2.450604526824226,1.3237816609217963
0.0392156862745098,2.238426642297006,1.1085559847128157,2.021867763582518,0.8813445299465289,2.4549855210114937,1.3357674394791026
0.043137254901960784,2.2334003883287146,1.1212948754989909,2.011186488186356,0.8952825011427973,2.455614288471073,1.3473072498551844
0.047058823529411764,2.228550011319223,1.131538450404845,2.0046302274654155,0.9055704959486889,2.4524697951730308,1.3575064048610008
0.050980392156862744,2.2242581597837336,1.1448024212088073,1.9961350959699575,0.9176430384505447,2.4523812235975098,1.3719618039670698
0.054901960784313725,2.2154861312257217,1.1623570522901718,1.976814471191591,0.9332680119229161,2.4541577912598527,1.3914460926574275
0.058823529411764705,2.2033623442005696,1.1803795492099396,1.9538749418695631,0.9487801653344263,2.452849746531576,1.4119789330854529
0.06274509803921569,2.191891302696451,1.1984908607276428,1.931316259579422,0.9654968255666434,2.4524663458134803,1.4314848958886421
0.06666666666666667,2.183027879591867,1.2117747405171184,1.910894107809429,0.9778902754397474,2.455161651374305,1.4456592055944895
0.07058823529411765,2.1713382753282326,1.2283236127378452,1.8872349073662724,0.9925268372144291,2.455441643290193,1.4641203882612612
0.07450980392156863,2.159788756951443,1.244842817059755,1.8623832551370771,1.007252624147025,2.457194258765809,1.482433009972485
0.0784313725490196,2.1475651500724866,1.2630187174183813,1.8383862308859678,1.0239036417175191,2.4567440692590052,1.5021337931192436
0.08235294117647059,2.1346356195123493,1.2796513631722042,1.8152509661838785,1.038518563177262,2.45402027284082,1.5207841631671464
0.08627450980392157,2.1216236510970465,1.2937931002027618,1.7927677416770498,1.04871809102722,2.4504795605170435,1.5388681093783037
0.09019607843137255,2.1092497767638845,1.3049972096901303,1.7707228463151112,1.056114723475241,2.4477767072126575,1.5538796959050196
0.09411764705882353,2.0970692455561615,1.3138870863917171,1.7496332293622365,1.061713198958079,2.4445052617500864,1.5660609738253553
0.09803921568627451,2.086931412666018,1.3218196137812053,1.7311238953248105,1.066426985816098,2.4427389300072258,1.5772122417463126
0.10196078431372549,2.0799164683678475,1.3280390879437145,1.7170452095125537,1.0690192778486831,2.4427877272231413,1.587058898038746
0.10588235294117647,2.073486985270286,1.337303088878616,1.703306151380358,1.0750628180551751,2.4436678191602144,1.5995433597020567
0.10980392156862745,2.070650031721927,1.3438155559480047,1.6927538407714249,1.0794967690187123,2.448546222672429,1.6081343428772972
0.11372549019607843,2.066353738887865,1.3448666781135048,1.6805254935578824,1.080887908214529,2.4521819842178476,1.6088454480124805
0.11764705882352941,2.0620646706042995,1.3436502561028127,1.6686492727951054,1.0797888343087365,2.4554800684134936,1.607511677896889
0.12156862745098039,2.0572145642386523,1.344549778861044,1.658612127541068,1.0814470588349434,2.4558170009362366,1.6076524988871448
0.12549019607843137,2.050766395348181,1.3501933081800535,1.649040019739814,1.0898286999874458,2.4524927709565483,1.610557916372661
0.12941176470588234,2.0428331703336995,1.3563742145989288,1.639801834737888,1.0984595606203782,2.445864505929511,1.6142888685774794
0.13333333333333333,2.040459629619654,1.3589413098848733,1.6363272419244932,1.1053013640392608,2.4445920173148146,1.6125812557304857
0.13725490196078433,2.041794188124124,1.3602557897088325,1.6364841211741128,1.110709578694553,2.4471042550741355,1.6098020007231122
0.1411764705882353,2.0414279173974665,1.363595045998502,1.6368960304697426,1.1187868728867718,2.4459598043251907,1.6084032191102322
0.14509803921568626,2.0409488945295227,1.366915460041674,1.6377113516747883,1.1261888066151973,2.444186437384257,1.6076421134681507
0.14901960784313725,2.0436996865526114,1.366649710160642,1.6411125837479899,1.1301872493340825,2.4462867893572326,1.6031121709872016
0.15294117647058825,2.048596544863444,1.364644617013146,1.6447645709397147,1.1327095998552985,2.452428518787173,1.5965796341709937
0.1568627450980392,2.050775290121458,1.3646350876430446,1.6469750594023733,1.1354364483509005,2.4545755208405433,1.5938337269351888
0.16078431372549018,2.047740555765573,1.3646518152114955,1.6461868042529284,1.1355162421782945,2.449294307278217,1.5937873882446965
0.16470588235294117,2.042001965479616,1.36621935329984,1.6434804124939741,1.136807665808475,2.4405235184652585,1.5956310407912049
0.16862745098039217,2.0345320872183104,1.3650870645359074,1.6402873719555238,1.1348632217452503,2.428776802481097,1.5953109073265646
0.17254901960784313,2.027965008441203,1.3636240999019122,1.6378699536723076,1.132619668112462,2.418060063210098,1.5946285316913624
0.1764705882352941,2.026733933423153,1.3590957485570274,1.6388871520021786,1.1247326561913567,2.4145807148441274,1.5934588409226982
0.1803921568627451,2.029757450004116,1.3540609959578613,1.6420027771521466,1.1149237777765233,2.417512122856085,1.5931982141391994
0.1843137254901961,2.035072642659307,1.3492411123583639,1.6465060583425306,1.1048907628327402,2.423639226976084,1.5935914618839875
0.18823529411764706,2.040417804829209,1.3412139773552583,1.6511743034775932,1.0926122615910299,2.429661306180825,1.5898156931194867
0.19215686274509802,2.0433939146520497,1.3353633855249687,1.6525239908229072,1.0830665935178883,2.434263838481192,1.5876601775320491
0.19607843137254902,2.0377795533197434,1.332535657814308,1.6462002188548568,1.0765001513256147,2.42935888778463,1.5885711643030012
0.2,2.0276775310949393,1.333275343944962,1.6359275611020225,1.0738021052608797,2.4194275010878563,1.5927485826290444
0.20392156862745098,2.015359256463641,1.3377970226627967,1.6242286086798239,1.0771325608831526,2.4064899042474583,1.5984614844424407
0.20784313725490194,2.0045713737222215,1.3383706922922274,1.613554233806363,1.076369816602722,2.3955885136380797,1.6003715679817327
0.21176470588235294,1.9977876160045627,1.3361328250033597,1.6078108964610833,1.0722865992797872,2.387764335548042,1.5999790507269323
0.21568627450980393,1.9938464489293335,1.332182277577917,1.6047646874266015,1.0667136875155403,2.3829282104320653,1.5976508676402938
0.2196078431372549,1.9890571833401176,1.3218612715683133,1.6028743356769846,1.0557138012264162,2.3752400310032504,1.5880087419102105
0.22352941176470587,1.9835513224962762,1.3145974321931202,1.6008089078842764,1.0474873218241694,2.366293737108276,1.581707542562071
0.22745098039215686,1.980872652429376,1.3053822712673258,1.6015059436966204,1.0381592998224627,2.3602393611621317,1.5726052427121888
0.23137254901960785,1.9782780657044736,1.2951289317683232,1.601976391923337,1.0285277573037146,2.3545797394856103,1.5617301062329318
0.23529411764705882,1.9735424444687526,1.2885128291823462,1.5991626251043949,1.0216795295994112,2.34792226383311,1.5553461287652812
0.2392156862745098,1.9692130391377598,1.2830954341874157,1.5940949219224627,1.0157290048025434,2.344331156353057,1.550461863572288
0.24313725490196078,1.9577728305310607,1.286707152384504,1.5792426538099293,1.0201007744505366,2.336303007252192,1.5533135303184713
0.24705882352941178,1.9447115731373095,1.2912427598928689,1.5629510185979687,1.0246532193321867,2.3264721276766505,1.557832300453551
0.25098039215686274,1.9311714892461083,1.2955844228566815,1.5450413770472982,1.0291015403953285,2.3173016014449184,1.5620673053180345
0.2549019607843137,1.9123843025534204,1.302899166927778,1.5215783669393315,1.038199224101066,2.3031902381675096,1.5675991097544901
0.2588235294117647,1.887523390121375,1.3191647557643054,1.4907173505364362,1.0596755095849961,2.284329429706314,1.5786540019436146
0.2627450980392157,1.86437780683008,1.3382512700456448,1.4604134722634947,1.0861347626168034,2.2683421413966656,1.5903677774744862
0.26666666666666666,1.8472911647926213,1.3546047645583925,1.4369690996854882,1.109952302290789,2.2576132298997544,1.5992572268259961
0.27058823529411763,1.8314314826060647,1.3701125035109851,1.4150769399217438,1.130755247726921,2.2477860252903854,1.6094697592950493
0.27450980392156865,1.8123216251693717,1.3858206039961507,1.3866273290020987,1.1491793897604974,2.2380159213366446,1.622461818231804
0.2784313725490196,1.7945048084508546,1.3953088328335561,1.359367642118152,1.1594469270796997,2.2296419747835574,1.6311707385874126
0.2823529411764706,1.7751695912772478,1.4016892128381233,1.33163007350552,1.165281699045129,2.2187091090489757,1.6380967266311177
0.28627450980392155,1.758295924462754,1.4042841790636378,1.3077429522675583,1.1687036541763722,2.20884889665795,1.6398647039509033
0.2901960784313725,1.7348266929321985,1.4133349158697617,1.2794788047065873,1.1803621476922679,2.1901745811578097,1.6463076840472555
