time_idx,latent_1,latent_2,latent_3,latent_4
0,0.7101078249671426,-0.52320710270224,-0.38452876749765014,0.018064265371274608
1,1.05302017755644,-0.8008378393818388,-0.38210667195205344,-0.10910903646516394
2,1.4458769068444939,-1.080626553045271,-0.3816866161715457,-0.3027367834452049
3,1.714418619709584,-1.2482895496919424,-0.34717992817307836,-0.56348123178576
4,1.9320554297280113,-1.3548263210228697,-0.298290124038488,-0.8461206777154439
5,2.0622264107478196,-1.36512311140615,-0.20993687033815536,-1.1627489470016255
6,2.155916875907743,-1.3336688899199465,-0.07611513437503288,-1.5659230735569527
7,2.187568825633584,-1.2241095014131476,0.16003022236684733,-2.0494645925177957
8,2.233150040219983,-1.1695240752805247,0.37985956931806847,-2.4225450031829796
9,2.261638993215328,-1.1377264806250296,0.4970602137782658,-2.76896365325999
10,2.317971938529552,-1.0804037278512157,0.6244784122404891,-3.1012676612116747
11,2.399005510145415,-1.02448360150257,0.8151459526208961,-3.5063836767834022
12,2.4375298222490684,-0.9524063301885096,1.0037060396178168,-3.8471114912961664
13,2.4876098833947875,-0.9207303098249856,1.1606059668367699,-4.037269929714649
14,2.578531315800646,-0.8739164047257328,1.3671737911201534,-4.222272302932007
15,2.5863861549658824,-0.8178527812878427,1.5405448907555326,-4.418521460381843
16,2.523429658592287,-0.7135259120453455,1.634073841518935,-4.64458286526746
17,2.4414008369561717,-0.6210399298347414,1.6476363954880444,-4.883132386518116
18,2.3441441281607744,-0.5541508042157984,1.6093876120861306,-5.021266065375817
19,2.2285339408995903,-0.5147347013251475,1.5498718582976387,-5.1319701350837175
20,2.111265596192621,-0.5120702845002703,1.4007466318368957,-5.289162319475696
21,2.0752100592503693,-0.5310525314537403,1.306468617573044,-5.438908718638481
22,2.0957334812052055,-0.5549120553010556,1.2054164848938476,-5.540413282689685
23,2.250612813480235,-0.6518003104747672,1.1278899603809298,-5.544511094438987
24,2.4251939595704166,-0.7079949790343816,1.0721895002053003,-5.511848453357092
25,2.467928975981823,-0.7539291201339878,1.063793981733872,-5.572964282808645
26,2.6655944452481557,-0.8884863384630846,1.1122349721122555,-5.594927004377412
27,2.850259149737457,-0.936734902126972,1.2188357448057978,-5.662175328885886
28,3.0871495818035495,-1.0580660362192142,1.25314338778884,-5.613455846826926
29,3.318603506797249,-1.1054220590967194,1.2769583371303967,-5.600706336326454
30,3.681851812447966,-1.1959815439247208,1.342265775362957,-5.5755135081420315
31,4.097063186898692,-1.2581638799739068,1.500136849118934,-5.58091352848709
32,4.235017229471913,-1.2118872145234028,1.5703700780537835,-5.823316157793405
33,4.230444049162419,-1.0904605752023797,1.4861709561247392,-6.173981189310534
34,4.1662439601917765,-0.9079722294917876,1.413665255236711,-6.4812179628917805
35,4.111468724607287,-0.6997856136096171,1.3620960547299144,-6.693341498062565
36,4.15952004106745,-0.46936822819074353,1.4387311411920765,-6.913293199932939
37,4.170705038607425,-0.2981850007215544,1.5217711893746932,-7.044852317668351
38,4.138420300549281,-0.08370477489992997,1.5386618335372424,-7.161090363317954
39,4.074032882304872,0.06577048263330482,1.5894230395954996,-7.195815178946445
40,4.041658913155942,0.17580698004534312,1.6601180477999045,-7.257532072692959
41,4.027267891628701,0.3058832183166426,1.7327586188862951,-7.26906988052039
42,3.941129551617185,0.3533058045987094,1.8110323925333296,-7.211826053987111
43,3.891322404644527,0.3612748503109658,1.8031419880469368,-7.122019766180674
44,3.82400123844394,0.35523500675416003,1.7970639362476457,-7.052397299873646
45,3.8000563890492947,0.287696733221487,1.7611253849329507,-7.005496151758336
46,3.771696302994218,0.20262868483319665,1.7236270769976472,-6.883545812189344
47,3.740560979207098,0.09174230407351208,1.7146207039726498,-6.749584204223082
48,3.7482108739019573,-0.02811606898362373,1.6511057913239993,-6.661774823874469
49,3.733351460380461,-0.16859899880407228,1.5517891449330554,-6.509996989247148
50,3.727464982051861,-0.30618788662081736,1.4790301221507813,-6.356139080382235
51,3.825499261592618,-0.5897563989780218,1.3692988174078573,-6.061163192504352
52,3.9674355483701147,-0.8886876772526365,1.2820592910555533,-5.651746972922347
53,4.097490220716795,-1.1547386135150974,1.2177583244419645,-5.225443445052182
54,4.290216089924473,-1.4493127122271066,1.141034085366646,-4.788420752186885
55,4.55857774278566,-1.7961804603853402,1.089942024520812,-4.364862253338725
56,4.8537216755678,-2.0817327508093078,1.1286917365808344,-4.055982074164544
57,5.033185597868878,-2.3062557802301047,1.1584038082453938,-3.8161650627190724
58,5.041628700772342,-2.4490354819133358,1.2246311286330251,-3.7425326386853195
59,5.028251700986522,-2.4963010967310053,1.301278759933052,-3.784545812215813
60,4.8514103644193876,-2.4818049852501254,1.444155793667413,-4.05319072127618
61,4.824556731496434,-2.5155172844052824,1.6128269963573298,-4.328251947658459
62,4.890601407915131,-2.6239357212963723,1.6425896566476612,-4.36563189202972
63,4.848988387289381,-2.6867225183324313,1.6949315702005452,-4.453299051760868
64,4.780319915765065,-2.8095620336057827,1.7446394001297194,-4.646844219908792
65,4.744340819024001,-2.8859406054709007,1.8097183455425216,-4.67030579352814
66,4.697050814094366,-2.8723017287798807,1.8065504054763264,-4.679054708789612
67,4.66403066324689,-2.7953393865771248,1.820751049397048,-4.709639357237751
68,4.7301935644701745,-2.7144944241304443,1.925394071236039,-4.648106690204385
69,4.53580941272206,-2.5863658501778692,2.0008908395047595,-4.622470015211437
70,4.407068602526098,-2.47439731251037,2.037511847941248,-4.618468439465138
71,4.47598465879833,-2.43718851511176,2.1774107742116238,-4.453134289124211
72,4.759319838310787,-2.52784275672353,2.310477360770465,-4.15565701402803
73,5.140160576597665,-2.5995471574944284,2.560246120848388,-3.8418654354549338
74,5.415122263532032,-2.485606682772607,2.909255600160604,-3.6848126342036327
75,5.289478291836323,-2.2135804426088592,3.1408057600332264,-3.8188894602971195
76,5.116113412708778,-2.014407122963993,3.3758283998683414,-3.967846615071795
77,5.022224420321567,-1.8406191555410043,3.624973455164949,-4.088194997492757
78,4.898926169253678,-1.6116891419723935,3.7877717206025983,-4.0575752634384985
79,4.737622870003136,-1.3755025511550956,3.7612548319015127,-3.859032896771734
80,4.175001863776338,-0.8856935258417022,3.657512425867823,-3.9290367279735814
81,3.7004510046806725,-0.4471582740977438,3.5541588878829744,-3.8709334582702652
82,3.288987557695346,-0.0626312377701387,3.385037148025738,-3.718954963592344
83,2.9649431257626016,0.22384253244087843,3.172130674068862,-3.5312400270192255
84,2.8076731471038614,0.4142508760432219,3.01879174524988,-3.297943918244173
85,2.7612704118908353,0.5657974965222585,2.9490633426529986,-3.034804811664032
86,2.7977555709320914,0.62611870201358,2.918036862337619,-2.6637545585059814
87,2.7622559204210835,0.7106212042463763,2.885201758273083,-2.2920612721187914
